;Vivienda;Precio (€);Numero habitaciones;Metros cuadrados (m²);Municipio;Zona;Barrio;Garaje;Descripcion;Regimen;Planta;Interior/Exterior;Ascensor;1 persona;2 personas;3 personas;4 personas;5 o más personas;Población;m2;Total Total;Total Antes de 1900;Total De 1900 a 1920;Total De 1921 a 1940;Total De 1941 a 1950;Total De 1951 a 1960;Total De 1961 a 1970;Total De 1971 a 1980;Total De 1981 a 1990;Total De 1991 a 2000;Total De 2001 a 2010;Total De 2011 a 2020;Total No consta;Vivienda principal Total;Vivienda principal Antes de 1900;Vivienda principal De 1900 a 1920;Vivienda principal De 1921 a 1940;Vivienda principal De 1941 a 1950;Vivienda principal De 1951 a 1960;Vivienda principal De 1961 a 1970;Vivienda principal De 1971 a 1980;Vivienda principal De 1981 a 1990;Vivienda principal De 1991 a 2000;Vivienda principal De 2001 a 2010;Vivienda principal De 2011 a 2020;Vivienda principal No consta;Vivienda no principal Total;Vivienda no principal Antes de 1900;Vivienda no principal De 1900 a 1920;Vivienda no principal De 1921 a 1940;Vivienda no principal De 1941 a 1950;Vivienda no principal De 1951 a 1960;Vivienda no principal De 1961 a 1970;Vivienda no principal De 1971 a 1980;Vivienda no principal De 1981 a 1990;Vivienda no principal De 1991 a 2000;Vivienda no principal De 2001 a 2010;Vivienda no principal De 2011 a 2020;Vivienda no principal No consta
2214;Piso en avenida del Deporte, Emilio Lemos, Sevilla;185000;3;84.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 6ª exterior con ascensor;Compra;6ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2215;Piso en Emilio Lemos, Sevilla;179000;3;102.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 5ª exterior con ascensor;Compra;5ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2216;Piso en Emilio Lemos, Sevilla;170000;3;87.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 4ª exterior con ascensor;Compra;4ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2217;Piso en Emilio Lemos, Sevilla;180000;3;90.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido; con ascensor;Compra;Indeterminado;Indeterminado;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2218;Piso en Emilio Lemos, Sevilla;155445;2;80.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Bajo exterior con ascensor;Compra;Bajo;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2219;Piso en avenida del Deporte, 10, Emilio Lemos, Sevilla;185900;3;90.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 3ª exterior con ascensor;Compra;3ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2220;Piso en calle Nueva Delhi, 6, Emilio Lemos, Sevilla;171200;2;67.0;Sevilla;Sevilla Este;Emilio Lemos;No;Planta 4ª exterior con ascensor;Compra;4ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2221;Piso en calle Nueva Delhi, 6, Emilio Lemos, Sevilla;150500;2;60.0;Sevilla;Sevilla Este;Emilio Lemos;No;Planta 4ª exterior con ascensor;Compra;4ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2222;Piso en calle Nueva Delhi, 6, Emilio Lemos, Sevilla;186500;3;83.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 2ª exterior con ascensor;Compra;2ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2223;Piso en calle Nueva Delhi, 6, Emilio Lemos, Sevilla;177800;3;82.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Bajo exterior con ascensor;Compra;Bajo;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2224;Piso en calle Bangladesh, 13, Emilio Lemos, Sevilla;245700;3;111.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2225;Piso en calle Bangladesh, 13, Emilio Lemos, Sevilla;243100;3;107.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2226;Piso en calle Bangladesh, 13, Emilio Lemos, Sevilla;163500;1;60.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Bajo exterior con ascensor;Compra;Bajo;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2227;Piso en calle Bangladesh, 13, Emilio Lemos, Sevilla;245500;3;107.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 2ª exterior con ascensor;Compra;2ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2228;Piso en calle Bangladesh, 13, Emilio Lemos, Sevilla;204100;3;98.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Bajo exterior con ascensor;Compra;Bajo;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2229;Piso en calle Bangladesh, 13, Emilio Lemos, Sevilla;263700;3;103.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 5ª exterior con ascensor;Compra;5ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2230;Piso en calle Bangladesh, 13, Emilio Lemos, Sevilla;191600;2;84.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2231;Piso en calle Japón esquina Indonesia, s/n, Emilio Lemos, Sevilla;203500;2;85.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 2ª exterior con ascensor;Compra;2ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2232;Piso en calle Bangladesh, 13, Emilio Lemos, Sevilla;203900;3;101.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido; exterior con ascensor;Compra;Indeterminado;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2233;Piso en calle Japón esquina Indonesia, s/n, Emilio Lemos, Sevilla;207500;2;86.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Bajo exterior con ascensor;Compra;Bajo;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2234;Piso en calle Japón esquina Indonesia, s/n, Emilio Lemos, Sevilla;299000;4;127.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2235;Piso en calle Japón esquina Indonesia, s/n, Emilio Lemos, Sevilla;309000;4;127.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Bajo exterior con ascensor;Compra;Bajo;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2236;Piso en calle Japón esquina Indonesia, s/n, Emilio Lemos, Sevilla;245500;3;104.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2237;Piso en calle Japón esquina Indonesia, s/n, Emilio Lemos, Sevilla;244000;3;108.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Bajo exterior con ascensor;Compra;Bajo;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2238;Piso en calle Periodista Juan Tribuna, Emilio Lemos, Sevilla;242000;3;101.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 8ª exterior con ascensor;Compra;8ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2239;Piso en Emilio Lemos, Sevilla;170000;3;98.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 4ª exterior con ascensor;Compra;4ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2240;Piso en calle Profesor Manuel Olivencia Ruiz, 13, Emilio Lemos, Sevilla;162500;3;98.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 8ª exterior con ascensor;Compra;8ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2241;Piso en calle Profesor Manuel Olivencia Ruiz, 7, Emilio Lemos, Sevilla;175000;3;89.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2242;Piso en Emilio Lemos, Sevilla;153600;3;94.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2243;Piso en calle Faustino Gutiérrez Alviz, Emilio Lemos, Sevilla;207000;2;76.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 2ª exterior con ascensor;Compra;2ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2244;Piso en calle Profesor Manuel Olivencia Ruiz, Emilio Lemos, Sevilla;180000;3;79.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 3ª exterior con ascensor;Compra;3ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2245;Piso en calle Profesor Manuel Clavero Arévalo, Emilio Lemos, Sevilla;145000;2;59.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 3ª exterior con ascensor;Compra;3ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2246;Piso en calle Japón, 19, Emilio Lemos, Sevilla;269999;3;107.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 6ª exterior con ascensor;Compra;6ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2247;Dúplex en avenida República de China, Emilio Lemos, Sevilla;184000;3;80.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 3ª exterior con ascensor;Compra;3ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2248;Piso en avenida Emilio Lemos, Emilio Lemos, Sevilla;167000;3;80.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 1ª exterior con ascensor;Compra;1ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2249;Piso en calle Profesor Manuel Olivencia Ruiz, Emilio Lemos, Sevilla;164000;3;120.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 3ª exterior con ascensor;Compra;3ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2250;Piso en avenida de Emilio Lemos, Emilio Lemos, Sevilla;175000;3;133.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido; con ascensor;Compra;Indeterminado;Indeterminado;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2251;Piso en avenida República de China, Emilio Lemos, Sevilla;120000;2;70.0;Sevilla;Sevilla Este;Emilio Lemos;No; sin ascensor;Compra;Indeterminado;Indeterminado;No;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2252;Piso en Emilio Lemos, Sevilla;180000;4;110.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 4ª exterior con ascensor;Compra;4ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2253;Piso en calle Japón, Emilio Lemos, Sevilla;120000;2;70.0;Sevilla;Sevilla Este;Emilio Lemos;No;Bajo exterior sin ascensor;Compra;Bajo;Exterior;No;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2254;Piso en avenida de Emilio Lemos, Emilio Lemos, Sevilla;145000;3;104.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 2ª exterior con ascensor;Compra;2ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2255;Piso en calle Profesor Manuel Olivencia Ruiz, 13, Emilio Lemos, Sevilla;180000;3;90.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 3ª interior con ascensor;Compra;3ª;Interior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2256;Piso en avenida de Emilio Lemos, 51, Emilio Lemos, Sevilla;195000;4;100.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 4ª exterior con ascensor;Compra;4ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2257;Piso en calle Afganistán, Emilio Lemos, Sevilla;114000;3;100.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 2ª sin ascensor;Compra;Planta 2ª;Indeterminado;No;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2258;Piso en Emilio Lemos, Sevilla;185000;3;118.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Planta 2ª exterior con ascensor;Compra;2ª;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
2259;Piso en calle Profesor Manuel Clavero Arévalo, 2, Emilio Lemos, Sevilla;169999;3;89.0;Sevilla;Sevilla Este;Emilio Lemos;Garaje incluido;Entreplanta exterior con ascensor;Compra;Entreplanta;Exterior;Si;71.162;73.909;54.457;47.003;20.057;704.198;141.0;327.393;242.0;5.411;10.937;7.737;24.467;69.247;80.169;44.235;42.924;30.957;8.62;2.447;266.588;115.0;2.918;7.3;5.372;19.244;55.128;67.684;37.984;36.781;25.823;6.979;1.26;60.805;127.0;2.493;3.637;2.365;5.223;14.119;12.485;6.251;6.143;5.134;1.641;1.187
