Municipios (con más de 50.000 habitantes) y capitales de provincia;Tipo de vivienda (principal o no);Año de construcción del edificio;Total
28074 Leganés;Vivienda principal;De 1900 a 1920;8
28074 Leganés;Vivienda principal;De 1921 a 1940;6
28074 Leganés;Vivienda principal;De 1941 a 1950;30
28074 Leganés;Vivienda principal;De 1951 a 1960;322
28074 Leganés;Vivienda principal;De 1961 a 1970;13.875
28074 Leganés;Vivienda principal;De 1971 a 1980;28.921
28074 Leganés;Vivienda principal;De 1981 a 1990;6.475
28074 Leganés;Vivienda principal;De 1991 a 2000;8.853
28074 Leganés;Vivienda principal;De 2001 a 2010;11.009
28074 Leganés;Vivienda principal;De 2011 a 2020;2.605
28074 Leganés;Vivienda principal;No consta;181
28074 Leganés;Vivienda no principal;Total;5.677
28074 Leganés;Vivienda no principal;Antes de 1900;0
28074 Leganés;Vivienda no principal;De 1900 a 1920;6
28074 Leganés;Vivienda no principal;De 1921 a 1940;3
28074 Leganés;Vivienda no principal;De 1941 a 1950;23
28074 Leganés;Vivienda no principal;De 1951 a 1960;58
28074 Leganés;Vivienda no principal;De 1961 a 1970;1.216
28074 Leganés;Vivienda no principal;De 1971 a 1980;2.027
28074 Leganés;Vivienda no principal;De 1981 a 1990;319
28074 Leganés;Vivienda no principal;De 1991 a 2000;488
28074 Leganés;Vivienda no principal;De 2001 a 2010;1.075
28074 Leganés;Vivienda no principal;De 2011 a 2020;378
28074 Leganés;Vivienda no principal;No consta;84
28079 Madrid;Total;Total;1.533.221
28079 Madrid;Total;Antes de 1900;16.328
28079 Madrid;Total;De 1900 a 1920;74.456
28079 Madrid;Total;De 1921 a 1940;93.505
28079 Madrid;Total;De 1941 a 1950;56.596
28079 Madrid;Total;De 1951 a 1960;184.107
28079 Madrid;Total;De 1961 a 1970;360.734
28079 Madrid;Total;De 1971 a 1980;231.957
28079 Madrid;Total;De 1981 a 1990;131.767
28079 Madrid;Total;De 1991 a 2000;151.837
28079 Madrid;Total;De 2001 a 2010;178.371
28079 Madrid;Total;De 2011 a 2020;46.484
28079 Madrid;Total;No consta;7.079
28079 Madrid;Vivienda principal;Total;1.322.855
28079 Madrid;Vivienda principal;Antes de 1900;12.813
28079 Madrid;Vivienda principal;De 1900 a 1920;59.574
28079 Madrid;Vivienda principal;De 1921 a 1940;74.923
28079 Madrid;Vivienda principal;De 1941 a 1950;47.047
28079 Madrid;Vivienda principal;De 1951 a 1960;162.211
28079 Madrid;Vivienda principal;De 1961 a 1970;320.555
28079 Madrid;Vivienda principal;De 1971 a 1980;205.661
28079 Madrid;Vivienda principal;De 1981 a 1990;118.603
28079 Madrid;Vivienda principal;De 1991 a 2000;133.628
28079 Madrid;Vivienda principal;De 2001 a 2010;148.371
28079 Madrid;Vivienda principal;De 2011 a 2020;33.183
28079 Madrid;Vivienda principal;No consta;6.286
28079 Madrid;Vivienda no principal;Total;210.366
28079 Madrid;Vivienda no principal;Antes de 1900;3.515
28079 Madrid;Vivienda no principal;De 1900 a 1920;14.882
28079 Madrid;Vivienda no principal;De 1921 a 1940;18.582
28079 Madrid;Vivienda no principal;De 1941 a 1950;9.549
28079 Madrid;Vivienda no principal;De 1951 a 1960;21.896
28079 Madrid;Vivienda no principal;De 1961 a 1970;40.179
28079 Madrid;Vivienda no principal;De 1971 a 1980;26.296
28079 Madrid;Vivienda no principal;De 1981 a 1990;13.164
28079 Madrid;Vivienda no principal;De 1991 a 2000;18.209
28079 Madrid;Vivienda no principal;De 2001 a 2010;30.000
28079 Madrid;Vivienda no principal;De 2011 a 2020;13.301
28079 Madrid;Vivienda no principal;No consta;793
28080 Majadahonda;Total;Total;25.577
28080 Majadahonda;Total;Antes de 1900;0
28080 Majadahonda;Total;De 1900 a 1920;1
28080 Majadahonda;Total;De 1921 a 1940;20
28080 Majadahonda;Total;De 1941 a 1950;32
28080 Majadahonda;Total;De 1951 a 1960;145
28080 Majadahonda;Total;De 1961 a 1970;1.043
28080 Majadahonda;Total;De 1971 a 1980;5.998
28080 Majadahonda;Total;De 1981 a 1990;3.974
28080 Majadahonda;Total;De 1991 a 2000;6.089
28080 Majadahonda;Total;De 2001 a 2010;6.680
28080 Majadahonda;Total;De 2011 a 2020;1.494
28080 Majadahonda;Total;No consta;101
28080 Majadahonda;Vivienda principal;Total;23.827
28080 Majadahonda;Vivienda principal;Antes de 1900;0
28080 Majadahonda;Vivienda principal;De 1900 a 1920;0
28080 Majadahonda;Vivienda principal;De 1921 a 1940;17
28080 Majadahonda;Vivienda principal;De 1941 a 1950;30
28080 Majadahonda;Vivienda principal;De 1951 a 1960;137
28080 Majadahonda;Vivienda principal;De 1961 a 1970;980
28080 Majadahonda;Vivienda principal;De 1971 a 1980;5.769
28080 Majadahonda;Vivienda principal;De 1981 a 1990;3.814
28080 Majadahonda;Vivienda principal;De 1991 a 2000;5.677
28080 Majadahonda;Vivienda principal;De 2001 a 2010;6.111
28080 Majadahonda;Vivienda principal;De 2011 a 2020;1.232
28080 Majadahonda;Vivienda principal;No consta;60
28080 Majadahonda;Vivienda no principal;Total;1.750
28080 Majadahonda;Vivienda no principal;Antes de 1900;0
28080 Majadahonda;Vivienda no principal;De 1900 a 1920;1
28080 Majadahonda;Vivienda no principal;De 1921 a 1940;3
28080 Majadahonda;Vivienda no principal;De 1941 a 1950;2
28080 Majadahonda;Vivienda no principal;De 1951 a 1960;8
28080 Majadahonda;Vivienda no principal;De 1961 a 1970;63
28080 Majadahonda;Vivienda no principal;De 1971 a 1980;229
28080 Majadahonda;Vivienda no principal;De 1981 a 1990;160
28080 Majadahonda;Vivienda no principal;De 1991 a 2000;412
28080 Majadahonda;Vivienda no principal;De 2001 a 2010;569
28080 Majadahonda;Vivienda no principal;De 2011 a 2020;262
28080 Majadahonda;Vivienda no principal;No consta;41
28092 Móstoles;Total;Total;82.103
28092 Móstoles;Total;Antes de 1900;0
28092 Móstoles;Total;De 1900 a 1920;36
28092 Móstoles;Total;De 1921 a 1940;36
28092 Móstoles;Total;De 1941 a 1950;62
28092 Móstoles;Total;De 1951 a 1960;87
28092 Móstoles;Total;De 1961 a 1970;5.714
28092 Móstoles;Total;De 1971 a 1980;47.825
28092 Móstoles;Total;De 1981 a 1990;7.631
28092 Móstoles;Total;De 1991 a 2000;6.957
28092 Móstoles;Total;De 2001 a 2010;8.845
28092 Móstoles;Total;De 2011 a 2020;4.680
28092 Móstoles;Total;No consta;230
28092 Móstoles;Vivienda principal;Total;76.662
28092 Móstoles;Vivienda principal;Antes de 1900;0
28092 Móstoles;Vivienda principal;De 1900 a 1920;19
28092 Móstoles;Vivienda principal;De 1921 a 1940;21
28092 Móstoles;Vivienda principal;De 1941 a 1950;40
28092 Móstoles;Vivienda principal;De 1951 a 1960;58
28092 Móstoles;Vivienda principal;De 1961 a 1970;5.411
28092 Móstoles;Vivienda principal;De 1971 a 1980;45.530
28092 Móstoles;Vivienda principal;De 1981 a 1990;7.274
28092 Móstoles;Vivienda principal;De 1991 a 2000;6.528
28092 Móstoles;Vivienda principal;De 2001 a 2010;7.742
28092 Móstoles;Vivienda principal;De 2011 a 2020;3.853
28092 Móstoles;Vivienda principal;No consta;186
28092 Móstoles;Vivienda no principal;Total;5.441
28092 Móstoles;Vivienda no principal;Antes de 1900;0
28092 Móstoles;Vivienda no principal;De 1900 a 1920;17
28092 Móstoles;Vivienda no principal;De 1921 a 1940;15
28092 Móstoles;Vivienda no principal;De 1941 a 1950;22
28092 Móstoles;Vivienda no principal;De 1951 a 1960;29
28092 Móstoles;Vivienda no principal;De 1961 a 1970;303
28092 Móstoles;Vivienda no principal;De 1971 a 1980;2.295
28092 Móstoles;Vivienda no principal;De 1981 a 1990;357
28092 Móstoles;Vivienda no principal;De 1991 a 2000;429
28092 Móstoles;Vivienda no principal;De 2001 a 2010;1.103
28092 Móstoles;Vivienda no principal;De 2011 a 2020;827
28092 Móstoles;Vivienda no principal;No consta;44
28106 Parla;Total;Total;47.256
28106 Parla;Total;Antes de 1900;0
28106 Parla;Total;De 1900 a 1920;22
28106 Parla;Total;De 1921 a 1940;21
28106 Parla;Total;De 1941 a 1950;33
28106 Parla;Total;De 1951 a 1960;61
28106 Parla;Total;De 1961 a 1970;3.020
28106 Parla;Total;De 1971 a 1980;17.273
28106 Parla;Total;De 1981 a 1990;1.722
28106 Parla;Total;De 1991 a 2000;4.558
28106 Parla;Total;De 2001 a 2010;19.330
28106 Parla;Total;De 2011 a 2020;947
28106 Parla;Total;No consta;269
28106 Parla;Vivienda principal;Total;44.570
28106 Parla;Vivienda principal;Antes de 1900;0
28106 Parla;Vivienda principal;De 1900 a 1920;11
28106 Parla;Vivienda principal;De 1921 a 1940;11
28106 Parla;Vivienda principal;De 1941 a 1950;19
28106 Parla;Vivienda principal;De 1951 a 1960;46
28106 Parla;Vivienda principal;De 1961 a 1970;2.871
28106 Parla;Vivienda principal;De 1971 a 1980;16.840
28106 Parla;Vivienda principal;De 1981 a 1990;1.651
28106 Parla;Vivienda principal;De 1991 a 2000;4.393
28106 Parla;Vivienda principal;De 2001 a 2010;17.736
28106 Parla;Vivienda principal;De 2011 a 2020;848
28106 Parla;Vivienda principal;No consta;144
28106 Parla;Vivienda no principal;Total;2.686
28106 Parla;Vivienda no principal;Antes de 1900;0
28106 Parla;Vivienda no principal;De 1900 a 1920;11
28106 Parla;Vivienda no principal;De 1921 a 1940;10
28106 Parla;Vivienda no principal;De 1941 a 1950;14
28106 Parla;Vivienda no principal;De 1951 a 1960;15
28106 Parla;Vivienda no principal;De 1961 a 1970;149
28106 Parla;Vivienda no principal;De 1971 a 1980;433
28106 Parla;Vivienda no principal;De 1981 a 1990;71
28106 Parla;Vivienda no principal;De 1991 a 2000;165
28106 Parla;Vivienda no principal;De 2001 a 2010;1.594
28106 Parla;Vivienda no principal;De 2011 a 2020;99
28106 Parla;Vivienda no principal;No consta;125
28113 Pinto;Total;Total;21.507
28113 Pinto;Total;Antes de 1900;1
28113 Pinto;Total;De 1900 a 1920;61
28113 Pinto;Total;De 1921 a 1940;20
28113 Pinto;Total;De 1941 a 1950;30
28113 Pinto;Total;De 1951 a 1960;133
28113 Pinto;Total;De 1961 a 1970;1.683
28113 Pinto;Total;De 1971 a 1980;3.474
28113 Pinto;Total;De 1981 a 1990;1.813
28113 Pinto;Total;De 1991 a 2000;4.737
28113 Pinto;Total;De 2001 a 2010;7.081
28113 Pinto;Total;De 2011 a 2020;2.326
28113 Pinto;Total;No consta;148
28113 Pinto;Vivienda principal;Total;19.481
28113 Pinto;Vivienda principal;Antes de 1900;0
28113 Pinto;Vivienda principal;De 1900 a 1920;26
28113 Pinto;Vivienda principal;De 1921 a 1940;12
28113 Pinto;Vivienda principal;De 1941 a 1950;22
28113 Pinto;Vivienda principal;De 1951 a 1960;105
28113 Pinto;Vivienda principal;De 1961 a 1970;1.511
28113 Pinto;Vivienda principal;De 1971 a 1980;3.299
28113 Pinto;Vivienda principal;De 1981 a 1990;1.692
28113 Pinto;Vivienda principal;De 1991 a 2000;4.401
28113 Pinto;Vivienda principal;De 2001 a 2010;6.316
28113 Pinto;Vivienda principal;De 2011 a 2020;2.035
28113 Pinto;Vivienda principal;No consta;62
28113 Pinto;Vivienda no principal;Total;2.026
28113 Pinto;Vivienda no principal;Antes de 1900;1
28113 Pinto;Vivienda no principal;De 1900 a 1920;35
28113 Pinto;Vivienda no principal;De 1921 a 1940;8
28113 Pinto;Vivienda no principal;De 1941 a 1950;8
28113 Pinto;Vivienda no principal;De 1951 a 1960;28
28113 Pinto;Vivienda no principal;De 1961 a 1970;172
28113 Pinto;Vivienda no principal;De 1971 a 1980;175
28113 Pinto;Vivienda no principal;De 1981 a 1990;121
28113 Pinto;Vivienda no principal;De 1991 a 2000;336
28113 Pinto;Vivienda no principal;De 2001 a 2010;765
28113 Pinto;Vivienda no principal;De 2011 a 2020;291
28113 Pinto;Vivienda no principal;No consta;86
28115 Pozuelo de Alarcón;Total;Total;32.327
28115 Pozuelo de Alarcón;Total;Antes de 1900;0
28115 Pozuelo de Alarcón;Total;De 1900 a 1920;89
28115 Pozuelo de Alarcón;Total;De 1921 a 1940;109
28115 Pozuelo de Alarcón;Total;De 1941 a 1950;343
28115 Pozuelo de Alarcón;Total;De 1951 a 1960;929
28115 Pozuelo de Alarcón;Total;De 1961 a 1970;2.056
28115 Pozuelo de Alarcón;Total;De 1971 a 1980;6.900
28115 Pozuelo de Alarcón;Total;De 1981 a 1990;7.194
28115 Pozuelo de Alarcón;Total;De 1991 a 2000;6.235
28115 Pozuelo de Alarcón;Total;De 2001 a 2010;6.324
28115 Pozuelo de Alarcón;Total;De 2011 a 2020;1.971
28115 Pozuelo de Alarcón;Total;No consta;177
28115 Pozuelo de Alarcón;Vivienda principal;Total;27.767
28115 Pozuelo de Alarcón;Vivienda principal;Antes de 1900;0
28115 Pozuelo de Alarcón;Vivienda principal;De 1900 a 1920;63
28115 Pozuelo de Alarcón;Vivienda principal;De 1921 a 1940;80
28115 Pozuelo de Alarcón;Vivienda principal;De 1941 a 1950;283
28115 Pozuelo de Alarcón;Vivienda principal;De 1951 a 1960;829
28115 Pozuelo de Alarcón;Vivienda principal;De 1961 a 1970;1.812
28115 Pozuelo de Alarcón;Vivienda principal;De 1971 a 1980;6.130
28115 Pozuelo de Alarcón;Vivienda principal;De 1981 a 1990;6.345
28115 Pozuelo de Alarcón;Vivienda principal;De 1991 a 2000;5.401
28115 Pozuelo de Alarcón;Vivienda principal;De 2001 a 2010;5.196
28115 Pozuelo de Alarcón;Vivienda principal;De 2011 a 2020;1.451
28115 Pozuelo de Alarcón;Vivienda principal;No consta;177
28115 Pozuelo de Alarcón;Vivienda no principal;Total;4.560
28115 Pozuelo de Alarcón;Vivienda no principal;Antes de 1900;0
28115 Pozuelo de Alarcón;Vivienda no principal;De 1900 a 1920;26
28115 Pozuelo de Alarcón;Vivienda no principal;De 1921 a 1940;29
28115 Pozuelo de Alarcón;Vivienda no principal;De 1941 a 1950;60
28115 Pozuelo de Alarcón;Vivienda no principal;De 1951 a 1960;100
28115 Pozuelo de Alarcón;Vivienda no principal;De 1961 a 1970;244
28115 Pozuelo de Alarcón;Vivienda no principal;De 1971 a 1980;770
28115 Pozuelo de Alarcón;Vivienda no principal;De 1981 a 1990;849
28115 Pozuelo de Alarcón;Vivienda no principal;De 1991 a 2000;834
28115 Pozuelo de Alarcón;Vivienda no principal;De 2001 a 2010;1.128
28115 Pozuelo de Alarcón;Vivienda no principal;De 2011 a 2020;520
28115 Pozuelo de Alarcón;Vivienda no principal;No consta;0
28123 Rivas-Vaciamadrid;Total;Total;35.980
28123 Rivas-Vaciamadrid;Total;Antes de 1900;0
28123 Rivas-Vaciamadrid;Total;De 1900 a 1920;1
28123 Rivas-Vaciamadrid;Total;De 1921 a 1940;0
28123 Rivas-Vaciamadrid;Total;De 1941 a 1950;0
28123 Rivas-Vaciamadrid;Total;De 1951 a 1960;39
28123 Rivas-Vaciamadrid;Total;De 1961 a 1970;8
28123 Rivas-Vaciamadrid;Total;De 1971 a 1980;19
28123 Rivas-Vaciamadrid;Total;De 1981 a 1990;6.445
28123 Rivas-Vaciamadrid;Total;De 1991 a 2000;6.107
28123 Rivas-Vaciamadrid;Total;De 2001 a 2010;15.250
28123 Rivas-Vaciamadrid;Total;De 2011 a 2020;7.743
28123 Rivas-Vaciamadrid;Total;No consta;368
28123 Rivas-Vaciamadrid;Vivienda principal;Total;31.289
28123 Rivas-Vaciamadrid;Vivienda principal;Antes de 1900;0
28123 Rivas-Vaciamadrid;Vivienda principal;De 1900 a 1920;1
28123 Rivas-Vaciamadrid;Vivienda principal;De 1921 a 1940;0
28123 Rivas-Vaciamadrid;Vivienda principal;De 1941 a 1950;0
28123 Rivas-Vaciamadrid;Vivienda principal;De 1951 a 1960;38
28123 Rivas-Vaciamadrid;Vivienda principal;De 1961 a 1970;7
28123 Rivas-Vaciamadrid;Vivienda principal;De 1971 a 1980;17
28123 Rivas-Vaciamadrid;Vivienda principal;De 1981 a 1990;6.179
28123 Rivas-Vaciamadrid;Vivienda principal;De 1991 a 2000;5.907
28123 Rivas-Vaciamadrid;Vivienda principal;De 2001 a 2010;12.078
28123 Rivas-Vaciamadrid;Vivienda principal;De 2011 a 2020;6.736
28123 Rivas-Vaciamadrid;Vivienda principal;No consta;326
28123 Rivas-Vaciamadrid;Vivienda no principal;Total;4.691
28123 Rivas-Vaciamadrid;Vivienda no principal;Antes de 1900;0
28123 Rivas-Vaciamadrid;Vivienda no principal;De 1900 a 1920;0
28123 Rivas-Vaciamadrid;Vivienda no principal;De 1921 a 1940;0
28123 Rivas-Vaciamadrid;Vivienda no principal;De 1941 a 1950;0
28123 Rivas-Vaciamadrid;Vivienda no principal;De 1951 a 1960;1
28123 Rivas-Vaciamadrid;Vivienda no principal;De 1961 a 1970;1
28123 Rivas-Vaciamadrid;Vivienda no principal;De 1971 a 1980;2
28123 Rivas-Vaciamadrid;Vivienda no principal;De 1981 a 1990;266
28123 Rivas-Vaciamadrid;Vivienda no principal;De 1991 a 2000;200
28123 Rivas-Vaciamadrid;Vivienda no principal;De 2001 a 2010;3.172
28123 Rivas-Vaciamadrid;Vivienda no principal;De 2011 a 2020;1.007
28123 Rivas-Vaciamadrid;Vivienda no principal;No consta;42
28127 Rozas de Madrid, Las;Total;Total;35.404
28127 Rozas de Madrid, Las;Total;Antes de 1900;0
28127 Rozas de Madrid, Las;Total;De 1900 a 1920;18
28127 Rozas de Madrid, Las;Total;De 1921 a 1940;3
28127 Rozas de Madrid, Las;Total;De 1941 a 1950;91
28127 Rozas de Madrid, Las;Total;De 1951 a 1960;386
28127 Rozas de Madrid, Las;Total;De 1961 a 1970;945
28127 Rozas de Madrid, Las;Total;De 1971 a 1980;3.172
28127 Rozas de Madrid, Las;Total;De 1981 a 1990;9.062
28127 Rozas de Madrid, Las;Total;De 1991 a 2000;9.288
28127 Rozas de Madrid, Las;Total;De 2001 a 2010;10.282
28127 Rozas de Madrid, Las;Total;De 2011 a 2020;1.890
28127 Rozas de Madrid, Las;Total;No consta;267
28127 Rozas de Madrid, Las;Vivienda principal;Total;31.307
28127 Rozas de Madrid, Las;Vivienda principal;Antes de 1900;0
28127 Rozas de Madrid, Las;Vivienda principal;De 1900 a 1920;16
28127 Rozas de Madrid, Las;Vivienda principal;De 1921 a 1940;2
28127 Rozas de Madrid, Las;Vivienda principal;De 1941 a 1950;59
28127 Rozas de Madrid, Las;Vivienda principal;De 1951 a 1960;307
28127 Rozas de Madrid, Las;Vivienda principal;De 1961 a 1970;788
28127 Rozas de Madrid, Las;Vivienda principal;De 1971 a 1980;2.925
28127 Rozas de Madrid, Las;Vivienda principal;De 1981 a 1990;8.324
28127 Rozas de Madrid, Las;Vivienda principal;De 1991 a 2000;8.366
28127 Rozas de Madrid, Las;Vivienda principal;De 2001 a 2010;9.061
28127 Rozas de Madrid, Las;Vivienda principal;De 2011 a 2020;1.271
28127 Rozas de Madrid, Las;Vivienda principal;No consta;188
28127 Rozas de Madrid, Las;Vivienda no principal;Total;4.097
28127 Rozas de Madrid, Las;Vivienda no principal;Antes de 1900;0
28127 Rozas de Madrid, Las;Vivienda no principal;De 1900 a 1920;2
28127 Rozas de Madrid, Las;Vivienda no principal;De 1921 a 1940;1
28127 Rozas de Madrid, Las;Vivienda no principal;De 1941 a 1950;32
28127 Rozas de Madrid, Las;Vivienda no principal;De 1951 a 1960;79
28127 Rozas de Madrid, Las;Vivienda no principal;De 1961 a 1970;157
28127 Rozas de Madrid, Las;Vivienda no principal;De 1971 a 1980;247
28127 Rozas de Madrid, Las;Vivienda no principal;De 1981 a 1990;738
28127 Rozas de Madrid, Las;Vivienda no principal;De 1991 a 2000;922
28127 Rozas de Madrid, Las;Vivienda no principal;De 2001 a 2010;1.221
28127 Rozas de Madrid, Las;Vivienda no principal;De 2011 a 2020;619
28127 Rozas de Madrid, Las;Vivienda no principal;No consta;79
28134 San Sebastián de los Reyes;Total;Total;36.032
28134 San Sebastián de los Reyes;Total;Antes de 1900;0
28134 San Sebastián de los Reyes;Total;De 1900 a 1920;38
28134 San Sebastián de los Reyes;Total;De 1921 a 1940;19
28134 San Sebastián de los Reyes;Total;De 1941 a 1950;27
28134 San Sebastián de los Reyes;Total;De 1951 a 1960;204
28134 San Sebastián de los Reyes;Total;De 1961 a 1970;3.349
28134 San Sebastián de los Reyes;Total;De 1971 a 1980;8.005
28134 San Sebastián de los Reyes;Total;De 1981 a 1990;5.408
28134 San Sebastián de los Reyes;Total;De 1991 a 2000;5.137
28134 San Sebastián de los Reyes;Total;De 2001 a 2010;9.374
28134 San Sebastián de los Reyes;Total;De 2011 a 2020;3.318
28134 San Sebastián de los Reyes;Total;No consta;1.153
28134 San Sebastián de los Reyes;Vivienda principal;Total;32.904
28134 San Sebastián de los Reyes;Vivienda principal;Antes de 1900;0
28134 San Sebastián de los Reyes;Vivienda principal;De 1900 a 1920;24
28134 San Sebastián de los Reyes;Vivienda principal;De 1921 a 1940;12
28134 San Sebastián de los Reyes;Vivienda principal;De 1941 a 1950;16
28134 San Sebastián de los Reyes;Vivienda principal;De 1951 a 1960;167
28134 San Sebastián de los Reyes;Vivienda principal;De 1961 a 1970;3.084
28134 San Sebastián de los Reyes;Vivienda principal;De 1971 a 1980;7.635
28134 San Sebastián de los Reyes;Vivienda principal;De 1981 a 1990;5.111
28134 San Sebastián de los Reyes;Vivienda principal;De 1991 a 2000;4.681
28134 San Sebastián de los Reyes;Vivienda principal;De 2001 a 2010;8.283
28134 San Sebastián de los Reyes;Vivienda principal;De 2011 a 2020;2.842
28134 San Sebastián de los Reyes;Vivienda principal;No consta;1.049
28134 San Sebastián de los Reyes;Vivienda no principal;Total;3.128
28134 San Sebastián de los Reyes;Vivienda no principal;Antes de 1900;0
28134 San Sebastián de los Reyes;Vivienda no principal;De 1900 a 1920;14
28134 San Sebastián de los Reyes;Vivienda no principal;De 1921 a 1940;7
28134 San Sebastián de los Reyes;Vivienda no principal;De 1941 a 1950;11
28134 San Sebastián de los Reyes;Vivienda no principal;De 1951 a 1960;37
